"","title","year","date_published","genre","duration","country","language","avg_vote","votes"
"35726","Final Destination","2000","2000-08-25","Horror, Thriller",98,"USA","English, French",6.7,224856
"35727","Per una sola estate","2000","2000-06-30","Drama, Romance",96,"USA","English",5.2,8191
"35731","Next Friday","2000","2000-01-12","Comedy",98,"USA","English, Spanish",6.2,36064
"35733","The Orchard End Murder","1981","1981-11-01","Drama, Thriller",48,"UK","English",6,124
"35735","Plutonium Baby","1987","1987-04-01","Horror",85,"USA","English",2.6,216
"35741","Tutti gli uomini del deficiente","1999","1999-12-17","Comedy",109,"Italy","Italian",5.8,1017
"35745","The Wrecking Crew","2000","2000-03-21","Action, Crime, Drama",80,"USA","English",2.3,1116
"35753","The Best of Laurel and Hardy","1968","1968-12-14","Comedy",85,"USA","English",7.1,153
"35767","International Khiladi","1999","1999-03-26","Action, Crime, Drama",175,"India","Hindi",4.8,1990
"35769","Lockdown","2000","2000-09-15","Drama, Thriller",105,"USA","English",6.2,2376
"35770","La donna per una notte","1967","1968","Drama",100,"France","French",5.4,115
"35788","Adorenarin doraibu","1999","1999-06-12","Comedy",112,"Japan","Japanese",6.9,801
"35793","Bhoothakkannadi","1997","1997-05-01","Drama",115,"India","Malayalam",7.8,332
"35795","Canli hedef","1970","1970","Action, Crime, Drama",88,"Turkey","Turkish",5.7,107
"35797","Delitto + castigo a Suburbia","2000","2000-08-25","Drama, Thriller",100,"USA","English",5.9,2939
"35809","Scandalo alla ribalta","1950","1953","Comedy, Drama",113,"France","French",6.9,104
"35811","Amore al buio","2000","2000-03-01","Drama, Romance",99,"USA","English",4.4,140
"35812","Lush","2000","2000-05-01","Comedy, Drama",93,"USA","English",5,230
"35815","Le nostre vite felici","1999","2003-05-16","Drama, Romance",147,"France","French",6.7,198
"35819","Partners in Crime","2000","2000-02-21","Crime, Drama",90,"USA","English",5.6,487
"35821","Rag. Arturo De Fanti bancario-precario","1980","1980-03-14","Comedy",92,"Italy","Italian",5.8,194
"35823","Schoolgirls in Chains","1973","1973","Horror",86,"USA","English",4.8,507
"35826","Stolen Moments","1920","1920-12-01","Drama, Romance",60,"USA","",5.2,182
"35827","Mogli vogliose","1999","1999","Drama, Romance",86,"USA","English",5.3,109
"35830","Vampires Anonymous","2003","2003-10-28","Comedy",88,"USA","English",5.2,403
"35841","Chûshingura","1958","1958-04-01","Drama",166,"Japan","Japanese",7.2,245
"35854","Giustizia sommaria","1999","1999-08-12","Drama, Thriller",90,"USA","English",6.6,246
"35860","Mania","1974","1974-08-25","Horror, Thriller",85,"Italy","Italian",5.6,101
"35863","Mi faccia causa","1984","1984","Comedy",108,"Italy","Italian",5.6,136
"35864","Mia moglie è una bestia","1988","1988","Comedy",104,"Italy","Italian",4.4,161
"35873","Passion's desire - Istinti proibiti","2000","2000-11-25","Drama, Thriller",95,"USA","English",4.5,109
"35876","Secret Pleasures","2002","2002-09-16","Drama, Romance",90,"USA","English",4.6,312
"35879","Soft Air","1997","1997","Drama, Thriller",86,"Italy","Italian",1.6,146
"35881","Suckers","1999","2001-08-16","Comedy",87,"USA","English",6.7,894
"35888","The Visit","2000","2001-04-20","Drama",107,"USA","English",5.9,237
"35892","L'étrangleur","1970","1972-09-13","Drama",93,"France","French",6.7,157
"35893","3 Strikes","2000","2000-03-01","Comedy",82,"USA","English",4.8,3112
"35899","Curse of the Blue Lights","1988","1990-04-01","Horror",104,"USA","English",4,201
"35916","Kaliyattam","1997","1997-08-29","Drama",130,"India","Malayalam",7.5,248
"35924","Tin seung yan gaan","1999","2000-07-26","Drama",109,"Hong Kong","Mandarin, Cantonese",6.3,177
"35942","Ninja hicho fukuro no shiro","1963","1963","Drama",91,"Japan","Japanese",6.8,267
"35957","Rimini Rimini - Un anno dopo","1988","1988-09-23","Comedy",110,"Italy","Italian",3.7,137
"35969","Tra(sgre)dire","2000","2000-01-28","Comedy, Drama",91,"Italy","Italian, English",5.5,4848
"35972","Tifosi","1999","1999-10-01","Comedy",120,"Italy","Italian",5,1041
"35979","Yôkai hyaku monogatari","1968","1968-03-20","Horror",80,"Japan","Japanese",6.3,320
"35984","Diamond Men","2000","2000-10-01","Drama",100,"USA","English",7,1543
"35985","Amansiz yol","1985","1985","Crime, Drama",91,"Turkey","Turkish",6.5,257
"35986","Anari No. 1","1999","1999-04-09","Comedy",169,"India","Hindi",5,610
"35994","Bir sonbahar hikayesi","1994","1994","Drama",115,"Turkey","Turkish",6.1,113
"35995","Bir Yudum Sevgi","1984","1984","Drama, Romance",87,"Turkey","Turkish",6.9,408
"35997","Cazibe Hanim'in Gündüz Düsleri","1992","1992-11-13","Drama",105,"Turkey","",6.3,357
"35998","Chuck & Buck","2000","2000-08-04","Comedy, Drama",96,"USA","English",6.5,5220
"36008","Gemide","1998","1998-12-04","Crime, Drama",102,"Turkey","Turkish",8,12673
"36013","Irezumi","1966","1966-01-15","Drama",86,"Japan","Japanese",7.1,742
"36014","Karartma geceleri","1990","1990-04-27","Drama",85,"Turkey","Turkish",6.6,206
"36021","Qui plume la lune?","1999","1999-12-22","Drama",96,"France","French",6.2,165
"36022","Mauprat","1926","1926-10-19","Drama",88,"France","French",6.8,121
"36026","Totally Blonde","2001","2004-04-07","Comedy",94,"USA","English",3.7,863
"36027","The Rising Place","2001","2001-02-01","Drama",93,"USA","English",6.1,188
"36030","San Babila ore 20: un delitto inutile","1976","1978-07-03","Drama",105,"Italy","Italian",6.7,293
"36033","Shiranui kengyô","1960","1960-09-01","Drama",91,"Japan","Japanese",7.1,154
"36039","The Underground Comedy Movie","1999","1999-05-14","Comedy",88,"USA","English",2.2,2424
"36041","Zügürt Aga","1985","1989-11-11","Comedy, Drama",101,"Turkey","Turkish",8.7,13367
"36061","Kôya no Dacchi waifu","1967","1967-10-03","Crime, Drama",85,"Japan","Japanese",5.7,152
"36065","The Last Producer","2000","2000-08-22","Comedy, Drama",90,"USA","English",4.8,280
"36066","Lost in the Pershing Point Hotel","2000","2000-06-09","Comedy, Drama",107,"USA","English",4.5,165
"36068","M/Other","1999","1999-10-23","Drama",147,"Japan","Japanese",7.1,302
"36071","The Other Side of the Underneath","1972","1973-02-09","Drama",142,"UK","English",7,213
"36072","I passeggeri","1999","2000-02-25","Drama, Romance",93,"France","French",6.2,169
"36074","Pinata - L'isola del terrore","2002","2002-06-14","Horror, Thriller",85,"USA","English",2.4,3908
"36078","La voce degli angeli","2000","2001","Drama",106,"USA","English",6.9,1338
"36079","Just One Night","2000","2004-01-04","Comedy",90,"USA","English",5.5,297
"36081","The Spaniard's Curse","1958","1958-06-01","Thriller",80,"UK","English",5.8,127
"36101","Anthropophagous 2000","1999","2000-04-02","Horror, Thriller",80,"Germany","German",3.7,339
"36105","Asini","1999","1999-11-12","Comedy",103,"Italy","Italian",5.8,426
"36106","DoppelPack","2000","2000-08-17","Comedy",88,"Germany","German",6.6,224
"36108","Nora-neko rokku: Bôsô shûdan '71","1971","1971-01-03","Action, Crime, Drama",86,"Japan","Japanese",6,225
"36109","C'est quoi la vie?","1999","1999-09-08","Drama",115,"France","French",7.1,384
"36116","Gakko","1993","1993-11-06","Drama",128,"Japan","Japanese",7,179
"36121","Jôen","1967","1967-05-13","Drama, Romance",97,"Japan","Japanese",7.2,340
"36122","Kaidan Kasane-ga-fuchi","1957","1957-07-10","Horror",66,"Japan","Japanese",6.7,214
"36123","Kennedy et moi","1999","1999-12-22","Comedy",86,"France","French",6.6,589
"36126","Love.com","2002","2002-07-16","Thriller",85,"USA","English",2.4,147
"36128","Il mistero di Bellavista","1985","1985","Comedy",102,"Italy","Italian",6.5,149
"36130","Night of Horror","1981","1981","Horror",76,"USA","English",1.3,320
"36136","The Tavern","1999","1999-10-01","Drama",95,"USA","English",5.6,176
"36140","Under Hellgate Bridge","2000","2000-10-25","Crime, Drama, Thriller",90,"USA","English",4.3,285
"36142","Le vie della violenza","2000","2001-08-24","Action, Crime, Drama",119,"USA","English, Spanish",6.7,31393
"36146","Swimming","2000","2000-03-09","Drama",98,"USA","English",6.3,888
"36149","Amore a prima vista","1999","1999-10-29","Comedy",89,"Italy","Italian",6.3,290
"36151","Double Parked","2000","2000-01-26","Comedy, Drama",98,"USA","English",6.2,169
"36152","Goblet of Gore","1996","1996","Horror",71,"Germany","",3.2,133
"36156","Jiken","1978","1978-06-03","Drama",138,"Japan","Japanese",6.6,110
"36157","Ghost Cat of Otama Pond","1960","1960-07-01","Horror",75,"Japan","Japanese",6.4,128
"36159","Kataku no hito","1986","1986-04-12","Drama",133,"Japan","Japanese",6.8,106
"36160","The Intern","2000","2000-01-21","Comedy",90,"USA","English",4.6,572
"36164","Alba nuova","1999","1999-09-08","Drama",96,"France","French",6.7,140
"36166","Scuola di ladri - Parte seconda","1987","1987-09-22","Comedy",96,"Italy","Italian",5,556
"36174","Conta su di me","2000","2001-03-16","Drama",111,"USA","English",7.5,27607
"36183","Le créateur","1999","1999-06-16","Comedy",90,"France","French",6.9,945
"36187","Cinque assi","1999","1999-05-28","Comedy, Drama",95,"USA","English",5,559
"36191","Hakkodasan","1977","1977-06-04","Drama",169,"Japan","Japanese",7.1,136
"36193","Incantesimo napoletano","2002","2002-02-08","Comedy",82,"Italy","Italian",6.4,212
"36194","Kage no kuruma","1970","1970-06-06","Drama",97,"Japan","Japanese",7.1,128
"36201","The Living Skeleton","1968","1968-11-09","Horror",80,"Japan","Japanese",6.3,631
"36214","Simone Barbès ou la vertu","1980","1980-02-27","Drama",77,"France","French",6.6,116
"36220","Tobenai chinmoku","1966","1966-02-11","Drama",100,"Japan","Japanese, Cantonese, English",7.2,321
"36225","Animal Factory","2000","2000-09-29","Crime, Drama",94,"USA","English",6.6,12630
"36230","Deadly Nightshade","1953","1953-03-01","Crime, Drama",61,"UK","English",6.7,124
"36234","Fate come se non ci fossi","2000","2001-08-10","Drama",101,"France","French",6.5,367
"36238","Iga-no Kabamaru","1983","1983-08-06","Comedy",96,"Japan","Japanese",8,270
"36241","Menaces...","1940","1940-01-11","Drama",95,"France","French",6.8,113
"36243","Nora-neko rokku: Onna banchô","1970","1970-05-02","Action, Crime, Drama",80,"Japan","Japanese",6.2,550
"36245","Onna kyûketsuki","1959","1959-03-07","Horror",78,"Japan","Japanese",5.8,157
"36247","Otomo","1999","1999-11-11","Drama",85,"Germany","German",6.5,178
"36256","Tout baigne!","1999","1999-06-23","Comedy",90,"France","French",5.6,112
"36260","Usugeshô","1985","1985-10-26","Drama",124,"Japan","Japanese",6.9,144
"36263","Women Unchained","1974","1987-07-01","Drama",82,"USA","English",3.9,101
"36275","Camera Obscura","2000","2000-01-21","Crime, Drama, Thriller",99,"USA","English",4.2,139
"36277","Where's George?","1999","2000-04-01","Comedy",81,"USA","English",3.7,166
"36279","La dilettante","1999","1999-07-07","Comedy",118,"France","French",6.3,618
"36284","Il maestro di nuoto","1979","1979-03-28","Comedy, Drama",90,"France","French",6.3,115
"36289","The Smokers","2000","2000-03-05","Thriller",96,"USA","English",2.9,2603
"36291","Tamanna","1998","1998-04-13","Drama",127,"India","Hindi",7,287
"36299","Wildflower","2000","2000-01-07","Thriller",92,"USA","English",3.6,126
"36300","Teste di cocco","2000","2000-11-03","Comedy",95,"Italy","Italian",4.4,136
"36302","Agatha et les lectures illimitées","1981","1981-10-07","Drama",90,"France","French",6.9,202
"36303","Amanti criminali","1999","1999-08-18","Crime, Drama, Thriller",96,"France","French",6.5,3848
"36306","Tutto l'amore che c'è","2000","2000-03-24","Drama",95,"Italy","Italian",6.6,342
"36310","Fantozzi 2000 - La clonazione","1999","1999-12-23","Comedy",100,"Italy","Italian",4.5,904
"36312","Omocha","1998","1999-01-15","Drama",113,"Japan","Japanese",6.5,217
"36313","Gharwali Baharwali","1998","1998-06-12","Comedy",138,"India","Hindi",4.6,593
"36314","Hazal","1979","1979","Drama",90,"Turkey","Turkish",6.2,146
"36317","Is That All There Is?","1992","1992-12-01","Comedy",52,"UK","English",6.9,106
"36320","Liberate i pesci!","2000","2000-01-28","Comedy",93,"Italy","Italian",6.4,176
"36321","LiebesLuder","2000","2000-11-02","Comedy",91,"Germany","German",6,323
"36322","La lingua del santo","2000","2000-09-15","Comedy",110,"Italy","Italian",6.7,495
"36327","Le diavolesse","1971","1973","Horror",84,"France","French",5.7,629
"36328","Le navire Night","1979","1979-03-21","Drama",90,"France","French",6.9,133
"36330","Il partigiano Johnny","2000","2000-11-17","Drama",135,"Italy","Italian",6.4,285
"36331","Poppoya","1999","1999-06-05","Drama",112,"Japan","Japanese",7.2,938
"36334","Quick Billy","1971","1971-03-25","Drama",56,"USA","English",7,120
"36357","Don't Talk to Strange Men","1962","1962-10-01","Crime, Drama",65,"UK","English",6.7,315
"36368","Landscape Suicide","1987","1987-09-17","Crime, Drama",95,"USA","English",7.6,323
"36371","Mann","1999","1999-06-22","Drama, Romance",160,"India","Hindi",6.2,4816
"36384","Quando c'è la salute","1966","1967-12-31","Comedy",77,"France","French",7.1,563
"36391","Winding Roads","1999","1999-10-08","Drama",90,"USA","English",4.7,121
"36398","Laura Cadieux... la suite","1999","1999-12-03","Comedy",98,"Canada","French",5.3,177
"36402","Doli Saja Ke Rakhna","1998","1998-11-27","Drama, Romance",170,"India","Hindi",6.3,461
"36406","Italian Movie","1993","1993","Drama",95,"USA","",5.1,125
"36409","Here's to Life!","2000","2000-09-18","Drama",94,"Canada","English",5.7,115
"36410","Ryûji","1983","1983-10-29","Drama",92,"Japan","Japanese",6.8,101
"36412","Traité de bave et d'éternité","1951","1952-01-25","Drama",120,"France","French",6.8,351
"36415","The Sleepy Time Gal","2001","2001-01-24","Drama",108,"USA","English",5.9,371
"36417","C'era un cinese in coma","2000","2000-03-03","Comedy",108,"Italy","Italian, Russian",5.7,1052
"36419","Canone inverso - Making Love","2000","2000-02-11","Drama",107,"Italy","English",7.1,1109
"36427","Moonlight Whispers","1999","2000-12-23","Drama, Romance",100,"Japan","Japanese",6.9,747
"36429","Grüne Wüste","1999","2001-01-25","Drama",93,"Germany","German",7.1,228
"36442","Taken","1999","2000-06-01","Drama, Thriller",98,"Canada","English",5.4,153
"36447","En face","2000","2000-02-09","Thriller",90,"France","French",4.9,351
"36450","The Awakening of Gabriella","1999","2002-03-11","Drama",93,"USA","English",5.1,384
"36455","Beauty #2","1965","1965-07-17","Drama, Romance",66,"USA","English",5.8,121
"36459","Du xia da zhan La Si Wei Jia Si","1999","1999-06-25","Comedy",93,"Hong Kong","Cantonese, Mandarin, English",5.5,405
"36461","Diary of a City Priest","2001","2001-01-19","Drama",77,"USA","English",5.8,158
"36464","Echoes of Silence","1965","1969-06-14","Drama",76,"USA","English",7.1,116
"36466","La vendetta di Carter","2000","2001-06-29","Action, Crime, Drama",102,"USA","English",5.2,32142
"36472","Janice Beard: segretaria in carriera","1999","1999-10-29","Comedy",81,"UK","English",6.1,303
"36482","Öksüzler","1973","1973","Drama",84,"Turkey","Turkish",5.2,344
"36483","Otobüs Yolculari","1961","1961","Drama",100,"Turkey","Turkish",7,165
"36484","Niente scandalo","1999","1999-10-20","Drama",105,"France","French",6.1,478
"36487","Rien à faire","1999","1999-12-01","Drama, Romance",105,"France","French",6.8,299
"36489","Sinful Obsession","1999","1999","Drama",90,"USA","English",5.3,214
"36491","La sonate à Kreutzer","1956","1956","Drama",50,"France","French",6.2,124
"36493","Totally Confused","1998","1998-06-07","Comedy",88,"USA","English",5.5,179
"36506","Clash by Night","1964","1965","Crime, Drama",75,"UK","English",6.2,156
"36508","The Deep","1970","2007-07-08","Drama, Thriller",111,"UK","English",6.7,223
"36513","Happy Campers","2001","2002-09-17","Comedy",94,"USA","English",5.5,2588
"36514","I Like to Play Games Too","1999","1999-08-03","Drama, Romance",96,"USA","English",5.2,341
"36515","Koshoku ichidai otoko","1961","1961-03-21","Comedy, Drama",92,"Japan","Japanese",6.7,113
"36517","La truffa degli onesti","1999","2000-10-13","Comedy, Drama",96,"France","French",6.4,704
"36518","La maladie de Sachs","1999","1999-09-22","Drama",107,"France","French",7.3,723
"36521","Ostia","1970","1970-03-11","Drama",103,"Italy","Italian",6.7,194
"36524","Il pesce innamorato","1999","1999-12-17","Comedy",90,"Italy","Italian",5.2,840
"36529","Suzaki Paradaisu: Akashingô","1956","1956-07-31","Drama",81,"Japan","Japanese",7.4,639
"36531","Le cose che so di lei","2000","2000-11-03","Drama, Romance",109,"USA","English",6.5,6464
"36533","La voleuse de Saint-Lubin","1999","2001-11-09","Drama",78,"France","French",6.4,110
"36545","Dokomademo ikô","1999","1999-10-23","Drama",75,"Japan","Japanese",6.7,160
"36546","Dulhe Raja","1998","1998-07-10","Comedy",143,"India","Hindi",6.6,2335
"36548","German Fried Movie","1992","1992-04-09","Comedy",88,"Germany","German",1.5,1192
"36554","L'imperatore di Roma","1988","1988-05-12","Drama",90,"Italy","Italian",7.1,115
"36562","Prem Aggan","1998","1998-10-30","Drama, Romance",168,"India","Hindi",1.8,483
"36564","La fidanzata ideale","2000","2000-06-23","Comedy",87,"UK","English",6.5,2202
"36566","Road Dogz","2002","2002-01-01","Crime, Drama",91,"USA","English",5.7,240
"36571","La vie après l'amour","2000","2000-07-07","Comedy",104,"Canada","French",6.2,432
"36572","Zakhm","1998","1998-12-15","Drama",125,"India","Hindi",7.9,2860
"36574","Pranzo di Natale","1999","2000-12-01","Comedy, Drama",106,"France","French, English, Russian",6.3,1652
"36575","Chili con carne","1999","1999-09-29","Comedy",103,"France","French",4.2,129
"36583","Extension du domaine de la lutte","1999","1999-10-13","Drama",120,"France","French",7,687
"36590","Compagnie pericolose","2001","2001-11-30","Crime, Drama, Thriller",92,"USA","English",6.1,22431
"36591","Kook's Tour","1970","1970-02-05","Comedy",53,"USA","English",6.4,160
"36593","Mauvaises fréquentations","1999","1999-10-20","Drama, Romance",98,"France","French",6.5,669
"36594","Love me","2000","2000-02-23","Drama",107,"France","French",5.9,162
"36599","They Can't Hang Me","1955","1955-10-01","Crime, Drama",75,"UK","English",5.9,127
"36604","Actors","2000","2004-06-18","Comedy",103,"France","French",5.8,1023
"36612","The Blair Clown Project","1999","1999-11-19","Comedy",66,"USA","English",3.4,115
"36613","Blue Money","1972","1975-01-01","Drama",93,"USA","English",4.3,178
"36616","Clean and Narrow","2000","2000-01-21","Crime, Drama",82,"USA","English",5.3,130
"36623","Lip Service","2001","2001-07-24","Comedy, Drama",95,"USA","English",3.9,134
"36624","Kwik Stop","2001","2001-04-21","Comedy",110,"USA","English",6.9,213
"36638","Tully","2000","2000-04-14","Drama",102,"USA","English",7.2,1850
"36643","75 Degrees in July","2000","2000-04-08","Drama",100,"USA","English",5.6,113
"36663","New Waterford Girl","1999","1999-09-12","Comedy",97,"Canada","English",6.9,1683
"36669","Rustin","2001","2001-06-18","Comedy, Drama",101,"USA","English",5.6,106
"36671","Shikoku","1999","1999-01-23","Horror, Thriller",100,"Japan","Japanese",5.5,629
"36675","The Amati Girls","2000","2001-01-09","Drama",91,"USA","English",5.3,354
"36676","Bhargavi Nilayam","1964","1964","Horror",175,"India","Malayalam",7.7,101
"36680","Tout va bien, on s'en va","2000","2000-10-04","Drama",96,"France","French",6.6,401
"36695","The Ladies Man","2000","2000-10-13","Comedy",84,"USA","English",5.2,12293
"36703","Quand passent les faisans","1965","1965-09-10","Comedy",89,"France","French",6.3,142
"36704","Ravanello pallido","2001","2001-09-21","Comedy",90,"Italy","Italian",5.1,207
"36706","Sensual Friends","2001","2001-02-03","Drama",93,"USA","English",5.1,114
"36711","La vérité si je mens! 2","2001","2001-02-07","Comedy",105,"France","French, Arabic, English",6.2,3240
"36718","Bau lit ying ging","1999","1999-08-05","Action, Crime, Drama",92,"Hong Kong","Cantonese",6.8,583
"36722","Cremaster 2","1999","2005-07-06","Drama",79,"USA","English",6.7,843
"36727","Dropping Out","2000","2000-01-01","Comedy",109,"USA","English",5.6,139
"36732","Flammes","1978","1978-11-08","Comedy",90,"France","French",6.8,102
"36734","Les gardiennes du pénitencier","1979","1986-06-01","Drama",75,"France","French",3.3,117
"36737","Ostaggi eccellenti","2000","2000-11-14","Thriller",88,"USA","English",4.6,444
"36738","Irakal","1986","1986","Drama",142,"India","Malayalam",7.8,107
"36739","Johnny","1999","1999-11-16","Drama",84,"Canada","English",4.4,115
"36741","Killer","1992","1992-01-10","Action, Crime, Drama",160,"India","Telugu, Hindi",6.5,122
"36747","Le monde de Marty","2000","2000-01-26","Drama",89,"France","French",6.8,150
"36749","Nokketha Dhoorathu Kannum Nattu","1984","1984","Drama",130,"India","Malayalam",7.7,337
"36750","Ogo Bodhu Sundari","1981","1981","Comedy",120,"India","Bengali",7.1,127
"36752","Panchavadi Palam","1984","1984","Comedy",140,"India","Malayalam",7.9,308
"36753","Pappayude Swantham Appoos","1992","1992-09-04","Drama",146,"India","Malayalam",7.9,973
"36754","Parasakthi","1952","1952","Drama",188,"India","Tamil",7.4,244
"36755","Poove Poochudava","1985","1985","Drama",130,"India","Tamil",7.2,124
"36756","Poovinnu Puthiya Poonthennal","1986","1986-09-12","Crime, Drama, Thriller",130,"India","Malayalam",7.2,103
"36757","Road Trip","2000","2000-09-22","Comedy",93,"USA","English",6.4,155391
"36762","Split Wide Open","1999","2001-07-25","Crime, Drama",103,"India","English, Hindi",6.6,218
"36763","Table One","2000","2000","Comedy",90,"USA","English",5,213
"36764","Sam dung","1999","1999-09-23","Drama, Romance",115,"Hong Kong","Cantonese",7.1,587
"36770","Achanak","1973","1973","Crime, Drama",96,"India","Hindi",6.9,188
"36771","Nobody's Baby","2001","2001-04-20","Comedy, Drama",110,"USA","English",6.3,1469
"36772","Angoor","1982","1982-03-05","Comedy",131,"India","Hindi",8.3,4665
"36774","Artificial Lies","2000","2000-07-24","Thriller",92,"Canada","English",4,126
"36776","Basanta Bilap","1973","1973-01-02","Comedy",117,"India","Bengali",7.7,281
"36777","Beverly Hood","1999","2007-08-03","Comedy",85,"USA","English",4.1,218
"36779","Confessions of a Psycho Cat","1968","1968-02-01","Horror, Thriller",69,"USA","English",5.9,215
"36781","Crazy","2000","2000-06-08","Drama",97,"Germany","German",6.6,3908
"36782","Death by Invitation","1971","1971-10-20","Horror",81,"USA","English",3.7,326
"36784","Downward Angel","2001","2001-03-02","Thriller",97,"USA","English",4.6,119
"36793","Khushboo","1975","1975-05-08","Drama, Romance",132,"India","Hindi",7,233
"36794","Kinara","1977","1977","Drama, Romance",139,"India","Hindi",6.7,113
"36795","Kismet","1999","2000-09-14","Thriller",100,"Germany","German",6.7,119
"36796","Kitaab","1977","1977-12-31","Drama",124,"India","Hindi",7.4,186
"36797","Koshish","1972","1972-11-27","Drama",125,"India","Hindi, Indian Sign Language",8.6,1434
"36799","Love Her Madly","2000","2000","Drama, Thriller",92,"USA","English",4.2,109
"36800","Malatesta's Carnival of Blood","1973","1973","Horror",78,"USA","English",5.6,554
"36801","Manila","2000","2000-06-29","Drama",113,"Germany","German",5.6,162
"36804","Perversion","1978","1978-06-28","Drama, Thriller",103,"France","French",4.7,176
"36806","Am zin","1999","1999-09-23","Action, Crime, Drama",93,"Hong Kong","Cantonese, English",7.4,5262
"36808","The Shade","1999","2000-03-01","Drama",83,"USA","English",7.1,102
"36809","Shakespeare in... and Out","1999","1999-09-21","Comedy, Drama",80,"USA","English",5.1,114
"36815","Ulsavapittennu","1989","1989","Drama, Romance",113,"India","Malayalam",7,177
"36823","La bostella","2000","2000-06-07","Comedy",95,"France","French",5.9,298
"36828","Derek and Clive Get the Horn","1979","1979-10-01","Comedy",89,"UK","English",7.1,379
"36832","Erkan & Stefan","2000","2000-04-20","Comedy",87,"Germany","German, English, Japanese",4.8,2186
"36834","Furore cieco","2000","2000-07-05","Crime, Drama, Thriller",84,"France","French",6.2,654
"36843","Marie-Line","2000","2000-12-20","Drama",100,"France","French",6,191
"36844","Meilleur espoir féminin","2000","2000-05-31","Comedy",100,"France","French",6,959
"36846","Nasty Neighbours","1999","2000-10-20","Comedy",89,"UK","English",5.9,127
"36849","Prison Song","2001","2001-04-27","Crime, Drama",94,"USA","English",6.2,568
"36855","Second to Die","2002","2002-04-23","Thriller",89,"USA","English",5.6,332
"36856","Seishun no satsujinsha","1976","1976-10-23","Crime, Drama",132,"Japan","Japanese",6.9,258
"36858","Tach Herr Dokter - Der Heinz Becker Film","1999","1999-10-28","Comedy",90,"Germany","German",5.9,273
"36862","Toutes les nuits","2001","2001-03-28","Drama",112,"France","French",7,264
"36867","Voyous voyelles","1999","2000-02-09","Comedy, Drama",95,"France","French",6,355
"36868","Ça ira mieux demain","2000","2000-11-15","Comedy",89,"France","French",5.9,433
"36869","Asansör","1999","1999-11-26","Drama",89,"Turkey","Turkish",4.4,745
"36870","Boricua's Bond","2000","2000-06-21","Drama",105,"USA","English",3.8,251
"36873","Corporate Fantasy","1999","1999","Drama, Romance",86,"USA","English",5.2,181
"36876","Daughters of Lesbos","1968","1968-12-01","Drama",64,"USA","English",4.7,108
"36877","Duffer","1972","1972-01-09","Drama",75,"UK","English",6.5,137
"36883","Laawaris","1999","1999-03-05","Action, Crime, Drama",117,"India","Hindi",4.4,144
"36884","The List","2000","2000-08-29","Thriller",93,"Canada","English",4.5,364
"36889","My Night with Reg","1997","1997-03-14","Drama",105,"UK","English",5.3,146
"36894","Red Letters","2000","2000-11-25","Crime, Drama",103,"USA","English",5.3,575
"36895","Searching for Paradise","2002","2002-06-24","Drama",88,"USA","English",5.4,185
"36897","Shitoyakana kedamono","1962","1962-12-26","Comedy, Drama",96,"Japan","Japanese",7.2,157
"36900","Goodbye Charlie Bright","2001","2001-05-11","Drama",87,"UK","English",6.3,1555
"36905","The Woman Chaser","1999","1999-10-08","Comedy",90,"USA","English",7.1,595
"36910","The Beatnicks","2001","2001-07-10","Comedy",98,"USA","English",5.2,171
"36915","Circuit","2001","2002-05-08","Drama, Romance",130,"USA","English",5.7,1062
"36918","Dead Babies","2000","2000-09-08","Comedy",101,"UK","English",4.7,766
"36921","An Everlasting Piece","2000","2001-03-23","Comedy",103,"USA","English",6.3,1580
"36922","Get Your Stuff","2000","2000-06-17","Comedy, Drama",93,"USA","English",5.7,570
"36933","Scarlet Diva","2000","2000-05-26","Drama",91,"Italy","English, Italian, French",5.1,2263
"36934","Settimo senso","1999","1999","Drama",98,"USA","English",4.2,157
"36936","Some Voices","2000","2000-08-25","Comedy, Drama",101,"UK","English",6.6,1084
"36943","L'uomo di Talbot","2000","2001-07-20","Comedy, Drama",93,"Canada","English",5.8,240
"36945","S.Y.N.A.P.S.E. - Pericolo in rete","2001","2001-04-04","Action, Crime, Drama",108,"USA","English",6.1,28162
"36948","Campioni di razza","2000","2001-04-06","Comedy",90,"USA","English",7.4,54465
"36954","Tortura","1976","1976-04-07","Drama",130,"France","French",5.7,138
"36955","In the Woods","1999","1999-12-07","Horror",80,"USA","English",2.1,721
"36956","Alla ricerca del successo","1999","2004-02-11","Crime, Drama, Thriller",113,"USA","English",5.1,442
"36959","The Night Larry Kramer Kissed Me","2000","2000-04-29","Comedy, Drama",81,"USA","English",5,160
"36962","Redemption of the Ghost","2002","2002-02-24","Drama",111,"USA","English",5.4,199
"36965","Strictly Sinatra","2001","2001-11-09","Drama, Romance",97,"UK","English",5.7,490
"36966","Suspicious River","2000","2001-08-08","Drama",92,"Canada","English",5.7,762
"36967","The Third Alibi","1961","1961-09-01","Drama, Thriller",68,"UK","English",6.9,207
"36969","Un ange","2001","2001-06-20","Crime, Drama",120,"France","French",5.6,166
"36973","Waydowntown","2000","2000-09-10","Comedy",87,"Canada","English, French",6.7,1793
"36975","Above Suspicion","2000","2000-06-30","Drama",92,"USA","English",5.5,356
"36977","Dancing in September","2000","2000-02-24","Drama",107,"USA","English",6.1,434
"36982","Helden wie wir","1999","1999-11-10","Comedy",93,"Germany","German",6.1,306
