"","title","year","date_published","genre","duration","country","language","avg_vote","votes"
"36987","Men Seeking Women","1997","1997-03-08","Comedy",92,"USA","English",4,680
"36994","Thicker Than Water","1999","1999-10-29","Drama",91,"USA","English",4.9,580
"36996","Timecode","2000","2000-04-28","Drama, Romance",97,"USA","English",6,6410
"36997","Tomorrow's Children","1934","1934-07-01","Drama",70,"USA","English",6,129
"37001","Amoklauf","1994","1994-02-03","Horror",65,"Germany","German",2,1258
"37007","Donten seikatsu","1999","1999","Comedy, Drama",84,"Japan","Japanese",6.4,110
"37008","Du bleu jusqu'en Amérique","1999","1999-12-01","Drama",100,"France","French",5.1,107
"37011","Halloween - La resurrezione","2002","2003-06-13","Horror, Thriller",94,"USA","English",4,36584
"37014","I a Man","1967","1967-08-24","Drama",99,"USA","English",5.5,126
"37015","Ichijo Sayuri: Nureta yokujo","1972","1972-10-07","Drama",69,"Japan","Japanese",5.7,203
"37018","Khauff","2000","2000-03-03","Action, Crime, Drama",124,"India","Hindi",4.5,342
"37023","Maelström","2000","2000-09-15","Drama",87,"Canada","French, English, Norwegian",7,4654
"37036","Shool","1999","1999-11-05","Action, Crime, Drama",138,"India","Hindi",7.7,2674
"37037","Smooth Operator","1995","1995","Comedy",103,"USA","English",5.3,109
"37041","Vaastav: The Reality","1999","1999-10-07","Action, Crime, Drama",145,"India","Hindi",8,12360
"37049","Séraphin: un homme et son péché","2002","2002-12-01","Drama",110,"Canada","French, English",6.5,982
"37059","Teenage Seductress","1975","1975","Drama",86,"USA","English, Spanish",3.6,184
"37063","Kin'yû fushoku rettô: Jubaku","1999","1999-09-18","Drama",114,"Japan","Japanese",6.4,154
"37066","Our Burden Is Light","2000","2000","Drama, Romance",89,"USA","English",3.9,143
"37068","Six-Pack","2000","2000-04-26","Thriller",110,"France","French, English",5.3,634
"37072","Sticks and Stones","1970","1970-01-12","Drama",85,"USA","English",4.3,109
"37075","ABCD","1999","1999-11-06","Drama",105,"USA","English",5.6,274
"37087","Hum Tumhare Hain Sanam","2002","2002-05-24","Drama, Romance",174,"India","Hindi",5.4,6317
"37090","Johan","1976","1976-06-02","Drama",81,"France","French",5.5,304
"37091","Kalt ist der Abendhauch","2000","2000-09-21","Drama, Romance",124,"Germany","German",7.1,306
"37097","Satan's Blade","1984","1984","Horror",82,"USA","English",4.4,481
"37099","Sleep Easy, Hutch Rimes","2000","2000-11-05","Thriller",99,"USA","English",5.7,244
"37100","Tabi no omosa","1972","1972-10-28","Drama",91,"Japan","Japanese",6.9,129
"37102","Zombie Cop","1991","1991-10-04","Horror",90,"USA","English",2.8,162
"37105","All Over Again","2001","2007-06-12","Drama",99,"USA","English",5.3,109
"37117","The Demons of Ludlow","1983","1988-04-01","Horror",83,"USA","English",3.4,546
"37128","Lau sing yue","1999","1999-10-14","Drama",110,"Hong Kong","Cantonese",6.5,150
"37129","Kuroi yuki","1965","1965-06-09","Crime, Drama",89,"Japan","Japanese, English",6.3,101
"37130","The Mistress Club","2000","2000-12-31","Drama, Romance",73,"USA","English",4.5,132
"37132","Nora-neko rokku: Mashin animaru","1970","1970-11-22","Action, Crime, Drama",82,"Japan","Japanese",6.3,275
"37134","Nora-neko rokku: Wairudo janbo","1970","1970-08-01","Action, Crime, Drama",84,"Japan","Japanese",6.2,333
"37136","Beautiful Teacher in Torture Hell","1985","1985-12-14","Horror",67,"Japan","Japanese",5.4,323
"37138","Un sogno per domani","2000","2001-03-16","Drama",123,"USA","English",7.2,111363
"37139","The Prime Gig","2000","2002-01-25","Drama",98,"USA","English",6.1,2074
"37144","School of the Holy Beast","1974","1974-02-16","Drama, Thriller",91,"Japan","Japanese",6.6,1387
"37145","Shinobi no mono: Kirigakure Saizo","1964","1964-07-11","Drama",87,"Japan","Japanese",6.7,189
"37147","Shûdôjo Runa no kokuhaku","1976","1976-01-08","Drama, Romance",74,"Japan","Japanese",5.8,120
"37149","T'aime","2000","2000-04-26","Drama",90,"France","French",1.9,414
"37150","Tenshi no harawata: Akai kyôshitsu","1979","1979-01-06","Drama, Thriller",79,"Japan","Japanese",6.2,239
"37151","Tenshi no harawata: Akai memai","1988","1988-05-07","Drama, Thriller",74,"Japan","Japanese",5.8,154
"37152","Tenshi no harawata: Nami","1979","1979-07-07","Drama, Thriller",98,"Japan","Japanese",6.4,181
"37159","Aflatoon","1997","1997-12-19","Action, Crime, Drama",153,"India","Hindi",4.6,1207
"37161","Angel Eyes - Occhi d'angelo","2001","2001-11-23","Drama, Romance",102,"USA","English",5.6,22210
"37163","Blue Moon","2000","2000-01-16","Comedy, Drama",89,"USA","English",5.8,225
"37164","Carnal Desires","1999","1999","Drama, Romance",87,"USA","English",4.5,274
"37173","Fußball ist unser Leben","2000","2000-02-10","Comedy, Drama",92,"Germany","German",6.2,915
"37175","Garasu no nô","1999","2000-01-29","Drama, Romance",100,"Japan","Japanese",5.7,185
"37179","Hana to hebi","1974","1974-06-22","Drama, Thriller",74,"Japan","Japanese",5.8,312
"37183","Jingi naki tatakai: Kanketsu-hen","1974","1974-06-29","Action, Crime, Drama",100,"Japan","Japanese",7.5,839
"37184","Love Come Down","2000","2000-09-09","Drama",99,"Canada","English",5.8,279
"37186","Les muses orphelines","2000","2000-11-03","Drama",107,"Canada","French",7,136
"37187","La mécanique des femmes","2000","2000-11-15","Drama",94,"France","French",4.6,125
"37191","Ori no naka no yôsei","1977","1977-06-04","Drama",70,"Japan","Japanese",5.6,211
"37194","Shadow Hours","2000","2001-07-20","Drama, Thriller",95,"USA","English",5.9,805
"37198","Too Much Flesh","2000","2001-02-07","Drama",110,"France","English",5.2,675
"37207","Jaanam Samjha Karo","1999","1999-04-02","Drama, Romance",153,"India","Hindi",4.8,1522
"37208","Female Prisoner #701: Scorpion","1972","1972-08-25","Crime, Drama, Thriller",87,"Japan","Japanese",7.3,3315
"37209","Joshû sasori: 701-gô urami-bushi","1973","1973-12-29","Crime, Drama, Thriller",89,"Japan","Japanese",6.4,1033
"37210","Joshû sasori: Dai-41 zakkyo-bô","1972","1972-12-30","Crime, Drama, Thriller",90,"Japan","Japanese",7.1,2423
"37211","Joshuu sasori: Kemono-beya","1973","1973-07-29","Crime, Drama, Thriller",87,"Japan","Japanese",7,1375
"37212","Chelsea Walls","2001","2002-07-26","Drama",109,"USA","English",5.2,1995
"37215","Mesunekotachi no yoru","1972","1972-05-17","Comedy, Drama",70,"Japan","Japanese",5.2,133
"37217","Piscina senz'acqua","1982","1982-01-23","Crime, Drama",103,"Japan","Japanese",7,473
"37218","OL kanno nikki: Ah! Watashi no naka de","1977","1977-02-12","Drama, Romance",72,"Japan","Japanese",5.6,125
"37228","Il segreto","2000","2001-06-15","Drama, Romance",107,"France","French, English",6.1,646
"37229","Shin joshû Sasori: 701-gô","1976","1976-11-17","Crime, Drama, Thriller",88,"Japan","Japanese",6.3,118
"37233","Tortilla Heaven","2007","2008-10-14","Comedy",98,"USA","English",5.3,387
"37240","Aozora musume","1957","1957-10-08","Comedy, Drama",88,"Japan","Japanese",7.1,230
"37241","Ban zhi yan","1999","1999","Drama, Romance",101,"Hong Kong","Cantonese",7.1,467
"37244","Burai: Hitokiri Gorô","1968","1968-11-02","Crime, Drama",87,"Japan","Japanese",6.7,112
"37248","Catacombs","2000","2000","Horror",89,"USA","English",2.9,113
"37252","Corpse Eaters","1974","1974-08-16","Horror",61,"Canada","English",4.3,146
"37255","Dark Heritage","1989","1989","Horror",94,"USA","English",4.2,271
"37256","La maledizione del cannibale","1985","1988-02-26","Horror",87,"USA","English",3.4,543
"37261","Everything Put Together","2000","2002-07-12","Drama",87,"USA","English",6.2,643
"37262","Finding Home","2003","2005-04-29","Drama, Romance",124,"USA","English",5.5,530
"37265","Ikenie fujin","1974","1974-10-26","Drama, Romance",71,"Japan","Japanese",6.1,453
"37270","Kyûpora no aru machi","1962","1962-04-08","Drama",99,"Japan","Japanese",7.1,123
"37274","Ongaku","1972","1972-11-11","Drama",104,"Japan","Japanese",6.5,102
"37275","Onna jigoku: Mori wa nureta","1973","1973-05-23","Drama",65,"Japan","Japanese",5.6,101
"37280","Ping!","2000","2000-08-15","Comedy",93,"USA","English",4.5,245
"37289","Social Misfits","2001","2001","Drama",115,"USA","English",3.6,103
"37293","Une femme d'extérieur","2000","2000-01-26","Drama",118,"France","French",6.2,135
"37294","The Dragon","2001","2004-04-23","Drama",115,"USA","English, Vietnamese",6.1,1045
"37295","New Port South","2001","2001-09-07","Drama",95,"USA","English",4.9,509
"37298","Aastha: In the Prison of Spring","1997","1997","Drama",132,"India","Hindi",6.4,167
"37299","America So Beautiful","2001","2003-04-30","Drama",91,"USA","English, Persian",5.5,169
"37310","Jackpot","1960","1960","Drama",71,"UK","English",5.9,101
"37314","Mandara","1971","1971-09-11","Drama",132,"Japan","Japanese",6.7,282
"37317","One More Kiss","1999","2000-02-18","Drama, Romance",97,"UK","English",6.1,648
"37318","Le pique-nique de Lulu Kreutz","2000","2000-01-19","Drama",102,"France","French",5,104
"37322","Straight Right","2000","2000","Drama",81,"USA","English",5.8,103
"37324","Aya Sawan Jhoom Ke","1969","1969","Drama, Romance",173,"India","Hindi",6.1,101
"37339","Gypsy Boys","1999","1999-12-14","Comedy, Drama",103,"USA","English",4.9,174
"37340","Jaanwar","1999","1999-12-24","Action, Crime, Drama",172,"India","Hindi",5.9,2438
"37343","Journey to Midnight","1968","1971-11-01","Horror",100,"UK","English",4.1,181
"37348","Mondo Keyhole","1966","1966","Drama",70,"USA","English",6,105
"37356","Parinayam","1994","1994","Drama",163,"India","Malayalam",7.1,107
"37359","The Perfect Son","2000","2001-01-12","Drama",89,"Canada","English",6.4,329
"37368","Selon Matthieu","2000","2001-01-10","Drama",105,"France","French, English",6.5,310
"37371","Sweet November - Dolce novembre","2001","2001-04-20","Drama, Romance",119,"USA","English",6.7,84353
"37389","Drive In","2000","2000","Horror",77,"USA","English",2.8,224
"37392","Ghar Ghar Ki Kahani","1988","1988-06-30","Comedy, Drama",155,"India","Hindi",4.9,185
"37396","If Tomorrow Comes","2000","2000","Drama, Thriller",92,"USA","English",5.6,100
"37397","Mon père, il m'a sauvé la vie","2001","2001-04-25","Drama",115,"France","French",6.4,147
"37402","Impulsi mortali","2001","2001-02-01","Drama, Thriller",91,"USA","English",4.7,436
"37403","Maanasa Sarovara","1982","1982","Drama",140,"India","Kannada",7.3,142
"37410","La moglie più bella","1970","1970-03-12","Crime, Drama",108,"Italy","Italian",7.2,655
"37413","Paul Is Dead","2000","2000-01-27","Drama",75,"Germany","German",7.1,320
"37420","Ranganayaki","1981","1981","Drama",196,"India","Kannada",7.1,125
"37423","Shiner - Diamante","2000","2002-06-21","Crime, Drama, Thriller",99,"UK","English",5.9,1969
"37426","Sumo Bruno","2000","2001-01-18","Drama",99,"Germany","German",6.2,122
"37427","Sunny","1984","1984-09-28","Drama, Romance",114,"India","Hindi",5.6,121
"37430","Winter Kept Us Warm","1965","1968-02-08","Drama, Romance",81,"Canada","English",6.9,129
"37433","Il était une fois le diable","1986","1986-11-26","Horror",72,"France","French",3.5,279
"37435","Ayee Milan Ki Bela","1964","1964","Drama, Romance",146,"India","Hindi",6.4,110
"37436","Alludu Diddina Kapuram","1991","1991-08-04","Drama",60,"India","Telugu",1.4,108
"37440","Avtaar","1983","1983-03-11","Drama",150,"India","Hindi",7.2,520
"37444","Bhakta Kumbhara","1974","1974-08-24","Drama",149,"India","Kannada",7.6,108
"37445","Die Brücke","1949","1949-01-28","Drama",85,"Germany","German",6.6,125
"37448","Clerk","1989","1989-03-27","Action, Crime, Drama",165,"India","Hindi",2.4,115
"37452","Deadly Intruder","1985","1985","Horror, Thriller",86,"USA","English",4,188
"37454","Dhadakebaaz","1990","1990","Comedy",138,"India","Marathi",7.2,198
"37455","Dhum Dhadaka","1985","1985","Comedy",148,"India","Marathi",7.5,164
"37456","Diary of Lust","2000","2000-03-14","Drama, Romance",84,"USA","English",4.4,103
"37459","Dragonard","1987","1989-11-08","Drama",93,"UK","English",4.3,310
"37463","Lisa Picard Is Famous","2000","2000-05-14","Comedy, Drama",90,"USA","English",5.5,501
"37464","La fausse suivante","2000","2000-03-08","Comedy, Drama",96,"France","French",5.7,213
"37467","Godmother","1999","1999","Crime, Drama, Thriller",150,"India","Hindi",6.7,195
"37472","Ice Men","2004","2005-05-31","Drama",108,"Canada","English",6.2,455
"37473","It Was an Accident","2000","2000-10-27","Comedy, Drama",96,"UK","English",5.7,176
"37477","Koduku Diddina Kapuram","1989","1989-09-21","Drama",134,"India","Telugu",6.6,329
"37482","Xilu xiang","1999","1999-12-30","Drama",118,"Hong Kong","Cantonese",7.4,531
"37486","Nuvole di maggio","1999","1999-12-10","Comedy, Drama",130,"Turkey","Turkish",7.4,4773
"37487","Mon curé chez les Thaïlandaises","1983","1983-07-13","Comedy",95,"France","French",2.4,108
"37488","Scuola di nudisti","1982","1982-07-28","Comedy",83,"France","French",3,202
"37490","Nabbie no koi","1999","1999-12-04","Drama",92,"Japan","Japanese",6.9,219
"37494","On n'est pas sorti de l'auberge","1982","1982-09-08","Comedy",91,"France","French",3.4,141
"37496","Our Song","2000","2001-04-18","Drama",95,"USA","English, Spanish",6.8,759
"37500","Purab Aur Pachhim","1970","1979-06-22","Drama, Romance",142,"India","Hindi",7.4,808
"37502","Ratha Kanneer","1954","1954-11-06","Drama",154,"India","Tamil",8.1,290
"37508","Shor","1972","1972","Drama",170,"India","Hindi",7.2,312
"37509","Slime City","1988","1988-05-06","Horror",81,"USA","English",5.4,896
"37511","The Stand-In","1999","1999","Drama",100,"USA","English",5.8,108
"37513","The Strangeness","1985","1985","Horror",90,"USA","English",4.7,497
"37518","La ville est tranquille","2000","2001-02-02","Drama",143,"France","French, English, Italian, German",7.2,1162
"37521","À l'attaque!","2000","2000-04-12","Comedy, Drama",90,"France","French",6.2,263
"37526","America America","1995","1995","Drama",137,"India","Kannada",7.8,255
"37530","Calling Bobcat","2000","2002-06-18","Comedy",91,"USA","English",4.4,100
"37534","Freakshow","1989","1989-05-18","Horror",97,"Canada","English",3.5,200
"37535","The Game","1984","1984","Horror",84,"USA","English",3.2,355
"37547","Lucifer","1987","1988-10-01","Horror",100,"UK","English",3.8,223
"37551","Mounam Sammadham","1990","1990-06-15","Crime, Drama",144,"India","Tamil",7,128
"37553","Mullum Malarum","1978","1978","Drama",143,"India","Tamil",8.3,659
"37556","Ring 0: Birthday","2000","2000-01-22","Horror, Thriller",99,"Japan","Japanese",6,8254
"37561","Hanna Flanders","2000","2002-10-18","Drama",110,"Germany","German",7,782
"37563","Uthiri Pookkal","1979","1979","Drama",143,"India","Tamil",7.5,228
"37564","Veedu","1988","1988-11-25","Drama",110,"India","Tamil",7.8,224
"37565","The Waiting Game","1999","1999-03-01","Comedy",85,"USA","English",5.3,114
"37566","Yaathra","1985","1985-09-20","Drama, Romance",124,"India","Malayalam",7.9,410
"37572","Aïe","2000","2000-09-06","Comedy",103,"France","French",5.8,237
"37580","A Crack in the Floor","2001","2001-04-24","Horror",90,"USA","English",3.1,975
"37596","Man Woman Film","1999","1999-01-29","Comedy",95,"USA","English",2.8,354
"37597","Margarita Happy Hour","2001","2001-01-22","Drama",98,"USA","English",6,158
"37599","Mirror Mirror 4: Reflections","2000","2000-10-01","Horror",86,"USA","English",3.1,137
"37603","Deep in the Woods","2000","2003-07-11","Horror, Thriller",90,"France","French",4.2,2389
"37605","The Roommates","1973","1973-03-01","Crime, Drama, Thriller",87,"USA","English",5.5,234
"37609","Akashadoothu","1993","1993","Drama",145,"India","Malayalam",7.4,261
"37617","Dadar Kirti","1980","1980-11-28","Comedy, Drama",154,"India","Bengali, Hindi",7.2,175
"37618","Dasharatham","1989","1989-10-19","Comedy, Drama",154,"India","Malayalam",8.3,1690
"37620","Dhanam","1991","1991","Drama",125,"India","Malayalam",6.8,161
"37626","Lal Patthar","1971","1971-12-31","Drama",148,"India","Hindi",6.4,110
"37637","Sacred Flesh","2000","2000-03-17","Horror",75,"UK","English",3.3,461
"37638","Sadayam","1992","1992-01-01","Drama, Thriller",147,"India","Malayalam",8.3,594
"37640","Crimini allo specchio","2000","2002-06-01","Horror, Thriller",101,"USA","English, Spanish",3.6,178
"37642","Sriman Prithviraj","1973","1973","Drama",107,"India","Bengali",7.4,141
"37643","Thaniyavartanam","1987","1987-08-15","Drama",119,"India","Malayalam",8.7,1655
"37653","Dilemma","1962","1962-08-19","Drama",64,"UK","English",6.4,222
"37654","The Entrepreneurs","2003","2003-11-18","Comedy",91,"USA","English",1.8,245
"37655","God's Army","2000","2000-03-10","Drama",108,"USA","English",6.4,1021
"37657","In extremis","2000","2000-08-23","Drama, Romance",110,"France","French",5.4,324
"37674","You Are Here*","2000","2000","Comedy, Drama",92,"USA","English",5.5,103
"37679","The Dangerous Lives of Altar Boys","2002","2002-10-04","Comedy, Drama",104,"USA","English",7,13031
"37684","Fortunes","2005","2005-12-20","Comedy",91,"USA","English",5.1,146
"37694","Bariwali","2000","2000-02-17","Drama",150,"India","Bengali",7.3,297
"37695","La bouteille","2000","2000-10-13","Comedy, Drama",107,"Canada","French",6.5,200
"37696","Breathtaking","2000","2004-12-16","Thriller",100,"UK","English",5.2,181
"37700","Tutta colpa di Voltaire","2000","2001-06-29","Drama",130,"France","French, Arabic",7,744
"37708","Les filles ne savent pas nager","2000","2000-10-18","Comedy, Drama",102,"France","French",5.9,575
"37709","Julie Johnson","2001","2001-01-26","Drama, Romance",93,"USA","English",6,629
"37718","Metronotte","2000","2000-03-31","Crime, Drama, Thriller",105,"Italy","Italian, Russian",6.6,116
"37721","Uneasy Riders","2000","2001-06-22","Comedy, Drama",90,"France","French",6.8,494
